******************      Log   20210824       ******************
24/08/2021 12:37:39 ==>  Ejecutando Intervalo: 2021-08-23T12:00:00/2021-08-23T13:00:00 || Total Conversaciones:0 || Page: 1
24/08/2021 12:37:52 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 1
24/08/2021 12:38:04 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 2
24/08/2021 12:38:15 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 3
24/08/2021 12:38:27 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 4
24/08/2021 12:38:39 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 5
24/08/2021 12:38:51 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 6
24/08/2021 12:39:03 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 7
24/08/2021 12:39:14 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 8
24/08/2021 12:39:23 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 9
24/08/2021 12:39:32 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 10
24/08/2021 12:39:41 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 11
24/08/2021 12:39:51 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 12
24/08/2021 12:39:55 ==>  Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || FINALIZADO || Total Conversaciones: 1145
24/08/2021 12:40:25 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 1
24/08/2021 12:40:38 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 2
24/08/2021 12:40:51 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 3
24/08/2021 12:41:02 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 4
24/08/2021 12:41:11 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 5
24/08/2021 12:41:20 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 6
24/08/2021 12:41:29 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 7
24/08/2021 12:41:38 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 8
24/08/2021 12:41:46 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 9
24/08/2021 12:41:54 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 10
24/08/2021 12:42:02 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 11
24/08/2021 12:42:10 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 12
24/08/2021 12:42:18 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 13
24/08/2021 12:42:29 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 14
24/08/2021 12:42:38 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 15
24/08/2021 12:42:47 ==>  Ejecutando Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || Total Conversaciones:1508 || Page: 16
24/08/2021 12:42:47 ==>  Intervalo: 2021-08-23T14:00:00/2021-08-23T15:00:00 || FINALIZADO || Total Conversaciones: 1508
24/08/2021 12:51:21 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 1
24/08/2021 12:51:31 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 2
