******************      Log   20210916       ******************
16/09/2021 06:55:38 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 1
16/09/2021 06:57:22 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 2
16/09/2021 06:59:42 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 3
16/09/2021 06:59:55 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 4
16/09/2021 07:00:06 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 5
16/09/2021 07:00:17 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 6
16/09/2021 07:00:30 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 7
16/09/2021 07:00:43 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 8
16/09/2021 07:00:55 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 9
16/09/2021 07:01:08 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 10
16/09/2021 07:01:21 ==>  Ejecutando Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || Total Conversaciones:1071 || Page: 11
16/09/2021 07:01:27 ==>  Intervalo: 2021-09-15T21:00:00/2021-09-15T22:00:00 || FINALIZADO || Total Conversaciones: 1071
16/09/2021 07:01:55 ==>  Ejecutando Intervalo: 2021-09-16T11:00:00/2021-09-16T12:00:00 || Total Conversaciones:0 || Page: 1
16/09/2021 08:30:35 ==>  Ejecutando Intervalo: 2021-09-16T12:00:00/2021-09-16T13:00:00 || Total Conversaciones:1160 || Page: 1
16/09/2021 08:32:50 ==>  Ejecutando Intervalo: 2021-09-16T12:00:00/2021-09-16T13:00:00 || Total Conversaciones:1160 || Page: 2
